Index,Cancer,Drug,Gene,Raw P value,Link
11559,Breast invasive carcinoma (BRCA),Fluorouracil,RN7SL452P,0.08208499862,LINK
11560,Breast invasive carcinoma (BRCA),Fluorouracil,NIN,0.08208499862,LINK
11561,Breast invasive carcinoma (BRCA),Fluorouracil,snoU83B,0.08208499862,LINK
11562,Breast invasive carcinoma (BRCA),Fluorouracil,PYGL,0.08208499862,LINK
11563,Breast invasive carcinoma (BRCA),Fluorouracil,ABHD12B,0.08208499862,LINK
11564,Breast invasive carcinoma (BRCA),Fluorouracil,TRIM9,0.08208499862,LINK
11565,Breast invasive carcinoma (BRCA),Fluorouracil,SNORA70|ENSG00000201376.1,0.08208499862,LINK
11566,Breast invasive carcinoma (BRCA),Fluorouracil,TMX1,0.08208499862,LINK
11567,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00519,0.08208499862,LINK
11568,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00640,0.08208499862,LINK
11569,Breast invasive carcinoma (BRCA),Fluorouracil,FRMD6,0.08208499862,LINK
11570,Breast invasive carcinoma (BRCA),Fluorouracil,RNA5SP385,0.08208499862,LINK
11571,Breast invasive carcinoma (BRCA),Fluorouracil,GNG2,0.08208499862,LINK
11572,Breast invasive carcinoma (BRCA),Fluorouracil,C14orf166,0.08208499862,LINK
11573,Breast invasive carcinoma (BRCA),Fluorouracil,NID2,0.08208499862,LINK
11574,Breast invasive carcinoma (BRCA),Fluorouracil,PTGDR,0.08208499862,LINK
11575,Breast invasive carcinoma (BRCA),Fluorouracil,PTGER2,0.08208499862,LINK
11576,Breast invasive carcinoma (BRCA),Fluorouracil,TXNDC16,0.08208499862,LINK
11577,Breast invasive carcinoma (BRCA),Fluorouracil,GPR137C,0.08208499862,LINK
11578,Breast invasive carcinoma (BRCA),Fluorouracil,ERO1L,0.08208499862,LINK
11579,Breast invasive carcinoma (BRCA),Fluorouracil,PSMC6,0.08208499862,LINK
11580,Breast invasive carcinoma (BRCA),Fluorouracil,STYX,0.08208499862,LINK
11581,Breast invasive carcinoma (BRCA),Fluorouracil,GNPNAT1,0.08208499862,LINK
11582,Breast invasive carcinoma (BRCA),Fluorouracil,RN7SL588P,0.08208499862,LINK
11583,Breast invasive carcinoma (BRCA),Fluorouracil,FERMT2,0.08208499862,LINK
11584,Breast invasive carcinoma (BRCA),Fluorouracil,DDHD1,0.08208499862,LINK
11585,Breast invasive carcinoma (BRCA),Fluorouracil,MIR5580,0.08208499862,LINK
11586,Breast invasive carcinoma (BRCA),Fluorouracil,BMP4,0.08208499862,LINK
11587,Breast invasive carcinoma (BRCA),Fluorouracil,CDKN3,0.08208499862,LINK
11588,Breast invasive carcinoma (BRCA),Fluorouracil,CNIH,0.08208499862,LINK
11589,Breast invasive carcinoma (BRCA),Fluorouracil,GMFB,0.08208499862,LINK
11590,Breast invasive carcinoma (BRCA),Fluorouracil,CGRRF1,0.08208499862,LINK
11591,Breast invasive carcinoma (BRCA),Fluorouracil,SAMD4A,0.08208499862,LINK
11592,Breast invasive carcinoma (BRCA),Fluorouracil,GCH1,0.08208499862,LINK
11593,Breast invasive carcinoma (BRCA),Fluorouracil,RNU6ATAC9P,0.08208499862,LINK
11594,Breast invasive carcinoma (BRCA),Fluorouracil,MIR4308,0.08208499862,LINK
11595,Breast invasive carcinoma (BRCA),Fluorouracil,WDHD1,0.08208499862,LINK
11596,Breast invasive carcinoma (BRCA),Fluorouracil,SOCS4,0.08208499862,LINK
11597,Breast invasive carcinoma (BRCA),Fluorouracil,MAPK1IP1L,0.08208499862,LINK
11598,Breast invasive carcinoma (BRCA),Fluorouracil,LGALS3,0.08208499862,LINK
11599,Breast invasive carcinoma (BRCA),Fluorouracil,DLGAP5,0.08208499862,LINK
11600,Breast invasive carcinoma (BRCA),Fluorouracil,FBXO34,0.08208499862,LINK
11601,Breast invasive carcinoma (BRCA),Fluorouracil,ATG14,0.08208499862,LINK
11602,Breast invasive carcinoma (BRCA),Fluorouracil,TBPL2,0.08208499862,LINK
11603,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00520,0.08208499862,LINK
11604,Breast invasive carcinoma (BRCA),Fluorouracil,RPL13AP3,0.08208499862,LINK
11605,Breast invasive carcinoma (BRCA),Fluorouracil,PELI2,0.08208499862,LINK
11606,Breast invasive carcinoma (BRCA),Fluorouracil,TMEM260,0.08208499862,LINK
11607,Breast invasive carcinoma (BRCA),Fluorouracil,OTX2,0.08208499862,LINK
11608,Breast invasive carcinoma (BRCA),Fluorouracil,RN7SL461P,0.08208499862,LINK
11609,Breast invasive carcinoma (BRCA),Fluorouracil,DAAM1,0.08208499862,LINK
11610,Breast invasive carcinoma (BRCA),Fluorouracil,GPR135,0.08208499862,LINK
11611,Breast invasive carcinoma (BRCA),Fluorouracil,L3HYPDH,0.08208499862,LINK
11612,Breast invasive carcinoma (BRCA),Fluorouracil,JKAMP,0.08208499862,LINK
11613,Breast invasive carcinoma (BRCA),Fluorouracil,CCDC175,0.08208499862,LINK
11614,Breast invasive carcinoma (BRCA),Fluorouracil,RTN1,0.08208499862,LINK
11615,Breast invasive carcinoma (BRCA),Fluorouracil,MIR5586,0.08208499862,LINK
11616,Breast invasive carcinoma (BRCA),Fluorouracil,LRRC9,0.08208499862,LINK
11617,Breast invasive carcinoma (BRCA),Fluorouracil,PCNXL4,0.08208499862,LINK
11618,Breast invasive carcinoma (BRCA),Fluorouracil,DHRS7,0.08208499862,LINK
11619,Breast invasive carcinoma (BRCA),Fluorouracil,PPM1A,0.08208499862,LINK
11620,Breast invasive carcinoma (BRCA),Fluorouracil,C14orf39,0.08208499862,LINK
11621,Breast invasive carcinoma (BRCA),Fluorouracil,SIX6,0.08208499862,LINK
11622,Breast invasive carcinoma (BRCA),Fluorouracil,U3|ENSG00000253014.1,0.08208499862,LINK
11623,Breast invasive carcinoma (BRCA),Fluorouracil,SIX1,0.08208499862,LINK
11624,Breast invasive carcinoma (BRCA),Fluorouracil,SIX4,0.08208499862,LINK
11625,Breast invasive carcinoma (BRCA),Fluorouracil,MNAT1,0.08208499862,LINK
11626,Breast invasive carcinoma (BRCA),Fluorouracil,TRMT5,0.08208499862,LINK
11627,Breast invasive carcinoma (BRCA),Fluorouracil,SLC38A6,0.08208499862,LINK
11628,Breast invasive carcinoma (BRCA),Fluorouracil,PRKCH,0.08208499862,LINK
11629,Breast invasive carcinoma (BRCA),Fluorouracil,SNORD112|ENSG00000252380.1,0.08208499862,LINK
11630,Breast invasive carcinoma (BRCA),Fluorouracil,TMEM30B,0.08208499862,LINK
11631,Breast invasive carcinoma (BRCA),Fluorouracil,HIF1A,0.08208499862,LINK
11632,Breast invasive carcinoma (BRCA),Fluorouracil,SNAPC1,0.08208499862,LINK
11633,Breast invasive carcinoma (BRCA),Fluorouracil,SYT16,0.08208499862,LINK
11634,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00643,0.08208499862,LINK
11635,Breast invasive carcinoma (BRCA),Fluorouracil,LINC00644,0.08208499862,LINK
11636,Breast invasive carcinoma (BRCA),Fluorouracil,KCNH5,0.08208499862,LINK
11637,Colon adenocarcinoma (COAD),Fluorouracil,PPFIBP2,0.08212516062,LINK
11638,Colon adenocarcinoma (COAD),Fluorouracil,CYB5R2,0.08212516062,LINK
11639,Colon adenocarcinoma (COAD),Fluorouracil,OVCH2,0.08212516062,LINK
11640,Colon adenocarcinoma (COAD),Fluorouracil,OR10AB1P,0.08212516062,LINK
11641,Colon adenocarcinoma (COAD),Fluorouracil,OR5P2,0.08212516062,LINK
11642,Colon adenocarcinoma (COAD),Fluorouracil,OR5P3,0.08212516062,LINK
11643,Colon adenocarcinoma (COAD),Fluorouracil,OR10A6,0.08212516062,LINK
11644,Colon adenocarcinoma (COAD),Fluorouracil,OR10A3,0.08212516062,LINK
11645,Colon adenocarcinoma (COAD),Fluorouracil,NLRP10,0.08212516062,LINK
11646,Colon adenocarcinoma (COAD),Fluorouracil,EIF3F,0.08212516062,LINK
11647,Colon adenocarcinoma (COAD),Fluorouracil,TUB,0.08212516062,LINK
11648,Colon adenocarcinoma (COAD),Fluorouracil,RIC3,0.08212516062,LINK
11649,Colon adenocarcinoma (COAD),Fluorouracil,LMO1,0.08212516062,LINK
11650,Stomach adenocarcinoma (STAD),Fluorouracil,SEC23IP,0.08230093105,LINK
11651,Stomach adenocarcinoma (STAD),Fluorouracil,MIR4682,0.08230093105,LINK
11652,Stomach adenocarcinoma (STAD),Fluorouracil,ANKRD19P,0.08242701388,LINK
11653,Stomach adenocarcinoma (STAD),Fluorouracil,ZNF484,0.08242701388,LINK
11654,Stomach adenocarcinoma (STAD),Fluorouracil,FGD3,0.08242701388,LINK
11655,Stomach adenocarcinoma (STAD),Fluorouracil,SUSD3,0.08242701388,LINK
11656,Stomach adenocarcinoma (STAD),Fluorouracil,C9orf89,0.08242701388,LINK
11657,Stomach adenocarcinoma (STAD),Fluorouracil,GFRAL,0.0825061484,LINK
11658,Stomach adenocarcinoma (STAD),Fluorouracil,HMGCLL1,0.0825061484,LINK
11659,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP278,0.08255609974,LINK
11660,Colon adenocarcinoma (COAD),Fluorouracil,XPNPEP1,0.08255609974,LINK
11661,Colon adenocarcinoma (COAD),Fluorouracil,U4|ENSG00000272160.1,0.08255609974,LINK
11662,Colon adenocarcinoma (COAD),Fluorouracil,ADD3,0.08255609974,LINK
11663,Colon adenocarcinoma (COAD),Fluorouracil,RN7SL450P,0.08255609974,LINK
11664,Colon adenocarcinoma (COAD),Fluorouracil,MXI1,0.08255609974,LINK
11665,Stomach adenocarcinoma (STAD),Fluorouracil,C9orf3,0.0826968625,LINK
11666,Stomach adenocarcinoma (STAD),Fluorouracil,MIR2278,0.0826968625,LINK
11667,Stomach adenocarcinoma (STAD),Fluorouracil,MIR23B,0.0826968625,LINK
11668,Stomach adenocarcinoma (STAD),Fluorouracil,MIR27B,0.0826968625,LINK
11669,Stomach adenocarcinoma (STAD),Fluorouracil,MIR3074,0.0826968625,LINK
11670,Stomach adenocarcinoma (STAD),Fluorouracil,FANCC,0.0826968625,LINK
11671,Stomach adenocarcinoma (STAD),Fluorouracil,RNA5SP288,0.0826968625,LINK
11672,Stomach adenocarcinoma (STAD),Fluorouracil,snoU13|ENSG00000238746.1,0.0826968625,LINK
11673,Stomach adenocarcinoma (STAD),Fluorouracil,PTCH1,0.0826968625,LINK
11674,Stomach adenocarcinoma (STAD),Fluorouracil,LINC00476,0.0826968625,LINK
11675,Stomach adenocarcinoma (STAD),Fluorouracil,DKFZP434H0512,0.0826968625,LINK
11676,Stomach adenocarcinoma (STAD),Fluorouracil,ERCC6L2,0.0826968625,LINK
11677,Stomach adenocarcinoma (STAD),Fluorouracil,RNA5SP289,0.0826968625,LINK
11678,Stomach adenocarcinoma (STAD),Fluorouracil,LINC00092,0.0826968625,LINK
11679,Stomach adenocarcinoma (STAD),Fluorouracil,RN7SKP167,0.08285224528,LINK
11680,Stomach adenocarcinoma (STAD),Fluorouracil,ATE1,0.08285224528,LINK
11681,Colon adenocarcinoma (COAD),Fluorouracil,TRPC2,0.08295211759,LINK
11682,Colon adenocarcinoma (COAD),Fluorouracil,ART1,0.08295211759,LINK
11683,Colon adenocarcinoma (COAD),Fluorouracil,ART5,0.08295211759,LINK
11684,Colon adenocarcinoma (COAD),Fluorouracil,CHRNA10,0.08295211759,LINK
11685,Colon adenocarcinoma (COAD),Fluorouracil,NUP98,0.08295211759,LINK
11686,Colon adenocarcinoma (COAD),Fluorouracil,snoU13|ENSG00000238686.1,0.08295211759,LINK
11687,Colon adenocarcinoma (COAD),Fluorouracil,PGAP2,0.08295211759,LINK
11688,Colon adenocarcinoma (COAD),Fluorouracil,RHOG,0.08295211759,LINK
11689,Colon adenocarcinoma (COAD),Fluorouracil,MIR4687,0.08295211759,LINK
11690,Colon adenocarcinoma (COAD),Fluorouracil,STIM1,0.08295211759,LINK
11691,Colon adenocarcinoma (COAD),Fluorouracil,SNORA7|ENSG00000206976.1,0.08295211759,LINK
11692,Colon adenocarcinoma (COAD),Fluorouracil,RRM1,0.08295211759,LINK
11693,Colon adenocarcinoma (COAD),Fluorouracil,OR52B4,0.08295211759,LINK
11694,Colon adenocarcinoma (COAD),Fluorouracil,TRIM21,0.08295211759,LINK
11695,Colon adenocarcinoma (COAD),Fluorouracil,OR52K2,0.08295211759,LINK
11696,Colon adenocarcinoma (COAD),Fluorouracil,OR52K1,0.08295211759,LINK
11697,Colon adenocarcinoma (COAD),Fluorouracil,OR52M1,0.08295211759,LINK
11698,Colon adenocarcinoma (COAD),Fluorouracil,C11orf40,0.08295211759,LINK
11699,Colon adenocarcinoma (COAD),Fluorouracil,OR52I2,0.08295211759,LINK
11700,Colon adenocarcinoma (COAD),Fluorouracil,OR52I1,0.08295211759,LINK
11701,Colon adenocarcinoma (COAD),Fluorouracil,TRIM68,0.08295211759,LINK
11702,Colon adenocarcinoma (COAD),Fluorouracil,OR51D1,0.08295211759,LINK
11703,Stomach adenocarcinoma (STAD),Fluorouracil,RN7SKP191,0.08301546073,LINK
11704,Colon adenocarcinoma (COAD),Fluorouracil,SLC39A11,0.08302869886,LINK
11705,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP180,0.08302869886,LINK
11706,Colon adenocarcinoma (COAD),Fluorouracil,STK33,0.08328962444,LINK
11707,Colon adenocarcinoma (COAD),Fluorouracil,SCARNA20|ENSG00000252778.1,0.08328962444,LINK
11708,Colon adenocarcinoma (COAD),Fluorouracil,TRIM66,0.08328962444,LINK
11709,Colon adenocarcinoma (COAD),Fluorouracil,RPL27A,0.08328962444,LINK
11710,Colon adenocarcinoma (COAD),Fluorouracil,SNORA3|ENSG00000200983.1,0.08328962444,LINK
11711,Colon adenocarcinoma (COAD),Fluorouracil,SNORA45,0.08328962444,LINK
11712,Colon adenocarcinoma (COAD),Fluorouracil,ST5,0.08328962444,LINK
11713,Colon adenocarcinoma (COAD),Fluorouracil,CTR9,0.08329493486,LINK
11714,Colon adenocarcinoma (COAD),Fluorouracil,EIF4G2,0.08329493486,LINK
11715,Colon adenocarcinoma (COAD),Fluorouracil,SNORD97,0.08329493486,LINK
11716,Colon adenocarcinoma (COAD),Fluorouracil,ZBED5,0.08329493486,LINK
11717,Colon adenocarcinoma (COAD),Fluorouracil,GALNT18,0.08329493486,LINK
11718,Colon adenocarcinoma (COAD),Fluorouracil,CSNK2A3,0.08329493486,LINK
11719,Colon adenocarcinoma (COAD),Fluorouracil,MIR4299,0.08329493486,LINK
11720,Colon adenocarcinoma (COAD),Fluorouracil,USP47,0.08329493486,LINK
11721,Colon adenocarcinoma (COAD),Fluorouracil,DKK3,0.08329493486,LINK
11722,Colon adenocarcinoma (COAD),Fluorouracil,MICAL2,0.08329493486,LINK
11723,Colon adenocarcinoma (COAD),Fluorouracil,MICALCL,0.08329493486,LINK
11724,Colon adenocarcinoma (COAD),Fluorouracil,PARVA,0.08329493486,LINK
11725,Colon adenocarcinoma (COAD),Fluorouracil,TEAD1,0.08329493486,LINK
11726,Colon adenocarcinoma (COAD),Fluorouracil,SCARNA16|ENSG00000252329.1,0.08329493486,LINK
11727,Colon adenocarcinoma (COAD),Fluorouracil,LINC00958,0.08329493486,LINK
11728,Colon adenocarcinoma (COAD),Fluorouracil,SOX6,0.08329493486,LINK
11729,Colon adenocarcinoma (COAD),Fluorouracil,C11orf58,0.08329493486,LINK
11730,Colon adenocarcinoma (COAD),Fluorouracil,PLEKHA7,0.08329493486,LINK
11731,Colon adenocarcinoma (COAD),Fluorouracil,RN7SKP90,0.08329493486,LINK
11732,Colon adenocarcinoma (COAD),Fluorouracil,OR7E14P,0.08329493486,LINK
11733,Colon adenocarcinoma (COAD),Fluorouracil,RPS13,0.08329493486,LINK
11734,Colon adenocarcinoma (COAD),Fluorouracil,SNORD14A,0.08329493486,LINK
11735,Colon adenocarcinoma (COAD),Fluorouracil,SNORD14B,0.08329493486,LINK
11736,Colon adenocarcinoma (COAD),Fluorouracil,PIK3C2A,0.08329493486,LINK
11737,Colon adenocarcinoma (COAD),Fluorouracil,SERGEF,0.08329493486,LINK
11738,Colon adenocarcinoma (COAD),Fluorouracil,TPH1,0.08329493486,LINK
11739,Colon adenocarcinoma (COAD),Fluorouracil,SAAL1,0.08329493486,LINK
11740,Colon adenocarcinoma (COAD),Fluorouracil,SAA3P,0.08329493486,LINK
11741,Colon adenocarcinoma (COAD),Fluorouracil,MRGPRX3,0.08329493486,LINK
11742,Colon adenocarcinoma (COAD),Fluorouracil,MRGPRX4,0.08329493486,LINK
11743,Colon adenocarcinoma (COAD),Fluorouracil,SAA4,0.08329493486,LINK
11744,Colon adenocarcinoma (COAD),Fluorouracil,SAA2,0.08329493486,LINK
11745,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP333,0.08329493486,LINK
11746,Colon adenocarcinoma (COAD),Fluorouracil,RNA5SP334,0.08329493486,LINK
11747,Colon adenocarcinoma (COAD),Fluorouracil,SAA1,0.08329493486,LINK
11748,Colon adenocarcinoma (COAD),Fluorouracil,HPS5,0.08329493486,LINK
11749,Colon adenocarcinoma (COAD),Fluorouracil,GTF2H1,0.08329493486,LINK
11750,Colon adenocarcinoma (COAD),Fluorouracil,MIR3159,0.08329493486,LINK
11751,Colon adenocarcinoma (COAD),Fluorouracil,LDHA,0.08329493486,LINK
11752,Colon adenocarcinoma (COAD),Fluorouracil,LDHC,0.08329493486,LINK
11753,Colon adenocarcinoma (COAD),Fluorouracil,LDHAL6A,0.08329493486,LINK
11754,Colon adenocarcinoma (COAD),Fluorouracil,TSG101,0.08329493486,LINK
11755,Colon adenocarcinoma (COAD),Fluorouracil,UEVLD,0.08329493486,LINK
11756,Colon adenocarcinoma (COAD),Fluorouracil,SPTY2D1,0.08329493486,LINK
11757,Colon adenocarcinoma (COAD),Fluorouracil,TMEM86A,0.08329493486,LINK
11758,Colon adenocarcinoma (COAD),Fluorouracil,IGSF22,0.08329493486,LINK
11759,Colon adenocarcinoma (COAD),Fluorouracil,PTPN5,0.08329493486,LINK
11760,Colon adenocarcinoma (COAD),Fluorouracil,MRGPRX1,0.08329493486,LINK
11761,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CABIN1,0.08354855695,LINK
11762,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SUSD2,0.08354855695,LINK
11763,Pancreatic adenocarcinoma (PAAD),Fluorouracil,GGT5,0.08354855695,LINK
11764,Pancreatic adenocarcinoma (PAAD),Fluorouracil,POM121L9P,0.08354855695,LINK
11765,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SPECC1L,0.08354855695,LINK
11766,Pancreatic adenocarcinoma (PAAD),Fluorouracil,ADORA2A,0.08354855695,LINK
11767,Pancreatic adenocarcinoma (PAAD),Fluorouracil,UPB1,0.08354855695,LINK
11768,Pancreatic adenocarcinoma (PAAD),Fluorouracil,GUCD1,0.08354855695,LINK
11769,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SNRPD3,0.08354855695,LINK
11770,Pancreatic adenocarcinoma (PAAD),Fluorouracil,FAM211B,0.08354855695,LINK
11771,Pancreatic adenocarcinoma (PAAD),Fluorouracil,GGT1,0.08354855695,LINK
11772,Pancreatic adenocarcinoma (PAAD),Fluorouracil,PIWIL3,0.08354855695,LINK
11773,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SGSM1,0.08354855695,LINK
11774,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SNORD56|ENSG00000199783.1,0.08354855695,LINK
11775,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TMEM211,0.08354855695,LINK
11776,Pancreatic adenocarcinoma (PAAD),Fluorouracil,KIAA1671,0.08354855695,LINK
11777,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CRYBB3,0.08354855695,LINK
11778,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CRYBB2,0.08354855695,LINK
11779,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CRYBB2P1,0.08354855695,LINK
11780,Pancreatic adenocarcinoma (PAAD),Fluorouracil,LRP5L,0.08354855695,LINK
11781,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SKP169,0.08354855695,LINK
11782,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SEZ6L,0.08354855695,LINK
11783,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RNA5SP495,0.08354855695,LINK
11784,Pancreatic adenocarcinoma (PAAD),Fluorouracil,ASPHD2,0.08354855695,LINK
11785,Pancreatic adenocarcinoma (PAAD),Fluorouracil,HPS4,0.08354855695,LINK
11786,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SRRD,0.08354855695,LINK
11787,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TFIP11,0.08354855695,LINK
11788,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TPST2,0.08354855695,LINK
11789,Pancreatic adenocarcinoma (PAAD),Fluorouracil,MIR548J,0.08354855695,LINK
11790,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SNORA76|ENSG00000253007.2,0.08354855695,LINK
11791,Stomach adenocarcinoma (STAD),Fluorouracil,RNA5SP286,0.0839174946,LINK
11792,Colon adenocarcinoma (COAD),Fluorouracil,OR10AG1,0.0843985872,LINK
11793,Colon adenocarcinoma (COAD),Fluorouracil,OR4A15,0.0843985872,LINK
11794,Colon adenocarcinoma (COAD),Fluorouracil,OR4A16,0.0843985872,LINK
11795,Colon adenocarcinoma (COAD),Fluorouracil,OR4A5,0.0843985872,LINK
11796,Colon adenocarcinoma (COAD),Fluorouracil,OR4C11,0.0843985872,LINK
11797,Colon adenocarcinoma (COAD),Fluorouracil,OR4C15,0.0843985872,LINK
11798,Colon adenocarcinoma (COAD),Fluorouracil,OR4C16,0.0843985872,LINK
11799,Colon adenocarcinoma (COAD),Fluorouracil,OR4C46,0.0843985872,LINK
11800,Colon adenocarcinoma (COAD),Fluorouracil,OR4C6,0.0843985872,LINK
11801,Colon adenocarcinoma (COAD),Fluorouracil,OR4P4,0.0843985872,LINK
11802,Colon adenocarcinoma (COAD),Fluorouracil,OR4S2,0.0843985872,LINK
11803,Colon adenocarcinoma (COAD),Fluorouracil,OR5AS1,0.0843985872,LINK
11804,Colon adenocarcinoma (COAD),Fluorouracil,OR5D13,0.0843985872,LINK
11805,Colon adenocarcinoma (COAD),Fluorouracil,OR5D14,0.0843985872,LINK
11806,Colon adenocarcinoma (COAD),Fluorouracil,OR5D16,0.0843985872,LINK
11807,Colon adenocarcinoma (COAD),Fluorouracil,OR5D18,0.0843985872,LINK
11808,Colon adenocarcinoma (COAD),Fluorouracil,OR5F1,0.0843985872,LINK
11809,Colon adenocarcinoma (COAD),Fluorouracil,OR5I1,0.0843985872,LINK
11810,Colon adenocarcinoma (COAD),Fluorouracil,OR5J2,0.0843985872,LINK
11811,Colon adenocarcinoma (COAD),Fluorouracil,OR5L1,0.0843985872,LINK
11812,Colon adenocarcinoma (COAD),Fluorouracil,OR5L2,0.0843985872,LINK
11813,Colon adenocarcinoma (COAD),Fluorouracil,OR5T2,0.0843985872,LINK
11814,Colon adenocarcinoma (COAD),Fluorouracil,OR5W2,0.0843985872,LINK
11815,Colon adenocarcinoma (COAD),Fluorouracil,OR8H2,0.0843985872,LINK
11816,Colon adenocarcinoma (COAD),Fluorouracil,OR8H3,0.0843985872,LINK
11817,Colon adenocarcinoma (COAD),Fluorouracil,OR8I2,0.0843985872,LINK
11818,Colon adenocarcinoma (COAD),Fluorouracil,OR8J3,0.0843985872,LINK
11819,Colon adenocarcinoma (COAD),Fluorouracil,OR8K5,0.0843985872,LINK
11820,Colon adenocarcinoma (COAD),Fluorouracil,TRIM48,0.0843985872,LINK
11821,Colon adenocarcinoma (COAD),Fluorouracil,TRIM51HP,0.0843985872,LINK
11822,Colon adenocarcinoma (COAD),Fluorouracil,TRIM51,0.0843985872,LINK
11823,Pancreatic adenocarcinoma (PAAD),Fluorouracil,EFNA5,0.08454389314,LINK
11824,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SL782P,0.08454389314,LINK
11825,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SKP122,0.08454389314,LINK
11826,Pancreatic adenocarcinoma (PAAD),Fluorouracil,FBXL17,0.08454389314,LINK
11827,Pancreatic adenocarcinoma (PAAD),Fluorouracil,FER,0.08454389314,LINK
11828,Pancreatic adenocarcinoma (PAAD),Fluorouracil,PJA2,0.08454389314,LINK
11829,Pancreatic adenocarcinoma (PAAD),Fluorouracil,MAN2A1,0.08454389314,LINK
11830,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SKP230,0.08454389314,LINK
11831,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TMEM232,0.08454389314,LINK
11832,Pancreatic adenocarcinoma (PAAD),Fluorouracil,MIR548F3,0.08454389314,LINK
11833,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SNORA51|ENSG00000207177.1,0.08454389314,LINK
11834,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SLC25A46,0.08454389314,LINK
11835,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TSLP,0.08454389314,LINK
11836,Pancreatic adenocarcinoma (PAAD),Fluorouracil,WDR36,0.08454389314,LINK
11837,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CAMK4,0.08454389314,LINK
11838,Pancreatic adenocarcinoma (PAAD),Fluorouracil,STARD4,0.08454389314,LINK
11839,Pancreatic adenocarcinoma (PAAD),Fluorouracil,NREP,0.08454389314,LINK
11840,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SKP57,0.08454389314,LINK
11841,Pancreatic adenocarcinoma (PAAD),Fluorouracil,EPB41L4A,0.08454389314,LINK
11842,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SNORA13,0.08454389314,LINK
11843,Pancreatic adenocarcinoma (PAAD),Fluorouracil,FLJ11235,0.08454389314,LINK
11844,Pancreatic adenocarcinoma (PAAD),Fluorouracil,APC,0.08454389314,LINK
11845,Pancreatic adenocarcinoma (PAAD),Fluorouracil,SRP19,0.08454389314,LINK
11846,Pancreatic adenocarcinoma (PAAD),Fluorouracil,REEP5,0.08454389314,LINK
11847,Pancreatic adenocarcinoma (PAAD),Fluorouracil,ZRSR1,0.08454389314,LINK
11848,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TSSK1B,0.08454389314,LINK
11849,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RNU4ATAC13P,0.08454389314,LINK
11850,Pancreatic adenocarcinoma (PAAD),Fluorouracil,YTHDC2,0.08454389314,LINK
11851,Pancreatic adenocarcinoma (PAAD),Fluorouracil,RN7SKP89,0.08454389314,LINK
11852,Pancreatic adenocarcinoma (PAAD),Fluorouracil,KCNN2,0.08454389314,LINK
11853,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TRIM36,0.08454389314,LINK
11854,Pancreatic adenocarcinoma (PAAD),Fluorouracil,PGGT1B,0.08454389314,LINK
11855,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CCDC112,0.08454389314,LINK
11856,Pancreatic adenocarcinoma (PAAD),Fluorouracil,FEM1C,0.08454389314,LINK
11857,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TICAM2,0.08454389314,LINK
11858,Pancreatic adenocarcinoma (PAAD),Fluorouracil,TMED7,0.08454389314,LINK
11859,Pancreatic adenocarcinoma (PAAD),Fluorouracil,CDO1,0.08454389314,LINK
11860,Pancreatic adenocarcinoma (PAAD),Fluorouracil,ATG12,0.08454389314,LINK
11861,Pancreatic adenocarcinoma (PAAD),Fluorouracil,AP3S1,0.08454389314,LINK
11862,Pancreatic adenocarcinoma (PAAD),Fluorouracil,AQPEP,0.08454389314,LINK
